claim_id,policy_id,claim_date,accident_type,weather_condition,injury_involved,claim_amount,claim_report_delay_days,police_report_filed,number_of_previous_claims,fraud_label
7434,12136,2021-08-24,side_collision,storm,False,2373.78,1,False,0,0
7435,12137,2023-09-19,theft,clear,False,1419.53,15,False,0,0
7436,12140,2023-03-12,side_collision,clear,True,11013.84,4,True,0,0
7437,12141,2022-12-11,single_vehicle,clear,True,3330.91,36,True,0,0
7438,12141,2023-06-19,weather_related,clear,True,570.73,15,True,1,0
7439,12143,2025-08-22,weather_related,rain,True,2420.03,5,True,0,0
7440,12143,2025-05-03,rear_end,clear,True,8419.05,11,True,1,0
7441,12145,2025-06-15,rear_end,clear,False,1368.94,6,True,0,0
7442,12146,2021-11-11,rear_end,rain,True,4338.83,6,True,0,0
7443,12149,2025-06-15,weather_related,clear,True,4846.23,62,True,0,0
7444,12150,2025-05-23,weather_related,rain,False,2918.73,9,False,0,0
7445,12150,2026-01-11,side_collision,rain,False,7936.42,8,True,1,0
7446,12154,2024-01-15,rear_end,rain,False,1917.77,20,False,0,0
7447,12156,2021-06-29,side_collision,rain,False,2581.96,2,False,0,1
7448,12161,2025-02-22,theft,clear,False,835.83,8,True,0,0
7449,12162,2025-05-12,single_vehicle,storm,True,11555.29,12,True,0,0
7450,12165,2026-01-18,weather_related,rain,False,7346.02,44,True,0,0
7451,12165,2025-11-09,theft,clear,False,3359.63,59,True,1,0
7452,12165,2025-07-09,single_vehicle,rain,False,882.35,4,False,2,0
7453,12166,2025-05-16,side_collision,snow,False,2145.27,4,True,0,0
7454,12168,2025-05-28,rear_end,clear,False,944.36,25,True,0,0
7455,12171,2023-01-12,weather_related,clear,False,3840.2,3,True,0,0
7456,12172,2023-07-25,weather_related,storm,False,4774.79,29,True,0,0
7457,12174,2025-09-15,side_collision,rain,False,1044.05,21,False,0,0
7458,12175,2025-03-09,rear_end,rain,False,8464.23,4,True,0,0
7459,12177,2022-01-02,weather_related,snow,False,4214.58,28,True,0,0
7460,12178,2025-05-16,weather_related,clear,False,1139.67,32,True,0,0
7461,12179,2026-02-11,rear_end,clear,False,423.62,1,False,0,0
7462,12179,2025-11-28,weather_related,rain,False,2800.41,1,False,1,0
7463,12180,2026-01-01,rear_end,rain,False,445.95,5,True,0,0
7464,12183,2024-06-25,rear_end,clear,False,2231.24,5,True,0,0
7465,12183,2024-09-08,side_collision,clear,True,883.02,4,True,1,0
7466,12184,2026-01-20,rear_end,rain,False,4224.67,3,True,0,0
7467,12187,2022-02-09,single_vehicle,storm,False,1417.05,20,True,0,0
7468,12188,2025-09-15,side_collision,clear,False,1909.57,13,True,0,0
7469,12190,2024-03-19,single_vehicle,rain,False,1355.94,4,False,0,0
7470,12190,2022-08-15,side_collision,clear,False,1725.05,6,True,1,0
7471,12190,2024-03-22,weather_related,clear,False,2270.45,17,True,2,0
7472,12193,2022-06-08,rear_end,rain,False,1799.71,86,True,0,0
7473,12193,2022-01-23,weather_related,rain,False,3214.85,8,True,1,0
7474,12196,2024-05-06,rear_end,snow,False,2210.76,6,True,0,0
7475,12196,2024-04-22,single_vehicle,storm,False,499.47,10,False,1,0
7476,12197,2022-01-08,side_collision,storm,False,1327.42,5,False,0,0
7477,12198,2025-08-22,single_vehicle,clear,False,460.44,7,False,0,0
7478,12199,2025-08-18,weather_related,snow,False,3463.4,1,False,0,1
7479,12200,2021-12-19,weather_related,rain,False,2844.15,46,True,0,0
7480,12202,2023-05-27,side_collision,rain,False,4669.73,11,True,0,0
7481,12205,2026-02-16,single_vehicle,storm,False,1115.2,15,True,0,0
7482,12207,2024-11-25,single_vehicle,clear,False,2512.16,5,True,0,0
7483,12207,2024-06-06,rear_end,rain,False,1627.22,84,False,1,0
7484,12208,2025-10-01,rear_end,rain,False,4783.34,25,False,0,0
7485,12209,2024-04-12,weather_related,snow,False,1947.49,4,True,0,0
7486,12209,2023-11-16,weather_related,rain,True,4491.44,13,True,1,0
7487,12209,2023-09-01,rear_end,rain,False,739.36,26,False,2,0
7488,12210,2025-06-11,side_collision,snow,False,1968.63,9,False,0,0
7489,12211,2021-12-27,side_collision,rain,False,3698.28,4,True,0,0
7490,12214,2024-03-21,single_vehicle,clear,False,4448.03,15,False,0,0
7491,12217,2022-09-08,single_vehicle,clear,False,509.19,5,True,0,0
7492,12217,2023-02-10,rear_end,clear,True,6137.79,17,True,1,0
7493,12222,2025-11-06,theft,rain,False,3330.15,6,True,0,0
7494,12225,2022-10-03,theft,rain,False,697.76,3,True,0,0
7495,12227,2026-02-16,weather_related,clear,False,2286.5,15,True,0,0
7496,12228,2022-12-30,rear_end,rain,False,3127.11,3,True,0,0
7497,12230,2025-09-29,weather_related,storm,False,5521.58,12,True,0,0
7498,12233,2026-01-21,side_collision,rain,False,3174.93,34,True,0,0
7499,12233,2026-02-15,side_collision,clear,False,3108.82,1,True,1,0
7500,12237,2024-07-05,side_collision,clear,False,449.01,4,False,0,0
7501,12237,2025-07-15,weather_related,clear,False,762.71,7,True,1,0
7502,12240,2022-09-07,rear_end,clear,False,1990.37,3,False,0,0
7503,12244,2026-02-01,weather_related,storm,False,3191.01,3,True,0,0
7504,12244,2026-02-24,weather_related,rain,False,1837.35,8,True,1,0
7505,12248,2021-11-20,weather_related,rain,False,5862.25,2,True,0,1
7506,12249,2024-11-12,weather_related,rain,False,2029.59,5,False,0,0
7507,12251,2025-10-29,weather_related,clear,False,2805.76,7,True,0,0
7508,12252,2025-11-02,weather_related,clear,False,5226.92,18,False,0,0
7509,12255,2022-09-12,rear_end,clear,False,8894.01,24,False,0,1
7510,12256,2024-05-15,single_vehicle,rain,False,9712.5,12,True,0,0
7511,12263,2024-10-04,side_collision,rain,False,4075.74,5,True,0,0
7512,12266,2026-02-21,single_vehicle,clear,False,4571.17,4,True,0,0
7513,12266,2025-10-07,rear_end,rain,False,7461.63,15,True,1,0
7514,12266,2025-05-28,single_vehicle,storm,False,1238.99,7,True,2,0
7515,12268,2024-03-04,rear_end,rain,False,2585.72,17,False,0,0
7516,12269,2022-07-19,rear_end,clear,False,1241.19,21,False,0,0
7517,12270,2022-09-29,side_collision,storm,False,1308.15,4,True,0,0
7518,12270,2022-10-28,rear_end,clear,False,11199.06,8,True,1,0
7519,12272,2022-05-23,rear_end,storm,False,5061.76,4,True,0,0
7520,12278,2025-10-16,side_collision,snow,False,4320.31,11,True,0,0
7521,12279,2023-12-30,side_collision,rain,True,11732.43,13,True,0,0
7522,12279,2021-09-07,theft,clear,True,4650.0,3,True,1,0
7523,12279,2023-08-31,side_collision,rain,False,1360.94,1,False,2,0
7524,12282,2025-07-08,side_collision,rain,True,12837.41,4,True,0,0
7525,12287,2022-05-07,rear_end,clear,False,1523.18,6,True,0,0
7526,12288,2023-07-14,weather_related,rain,False,3822.6,4,False,0,0
7527,12290,2024-06-02,rear_end,rain,True,3195.12,5,True,0,1
7528,12290,2024-07-28,single_vehicle,clear,True,4600.93,52,True,1,0
7529,12292,2023-08-28,single_vehicle,rain,False,1852.7,9,True,0,0
7530,12292,2023-08-20,rear_end,rain,False,31.73,4,True,1,0
7531,12292,2024-03-20,weather_related,rain,False,7121.99,3,True,2,0
7532,12293,2024-05-07,rear_end,rain,False,2272.3,4,True,0,0
7533,12296,2021-11-18,single_vehicle,clear,False,5111.56,2,True,0,0
7534,12297,2023-01-31,rear_end,clear,False,7118.14,4,True,0,0
7535,12300,2025-08-20,rear_end,rain,True,1595.28,6,True,0,0
7536,12300,2026-01-17,theft,storm,False,1403.61,48,False,1,0
7537,12303,2022-12-14,weather_related,rain,False,4789.6,5,True,0,0
7538,12303,2021-11-23,single_vehicle,rain,True,2150.3,5,True,1,0
7539,12304,2025-07-31,single_vehicle,rain,False,1345.1,2,True,0,0
7540,12304,2025-06-23,weather_related,storm,False,1182.98,9,True,1,0
7541,12304,2025-09-13,single_vehicle,rain,False,3979.47,2,True,2,1
7542,12305,2022-02-22,single_vehicle,snow,False,7844.51,6,True,0,0
7543,12306,2025-12-19,side_collision,clear,False,1226.23,19,True,0,0
7544,12307,2023-12-24,single_vehicle,rain,False,3477.29,3,False,0,0
7545,12309,2023-08-22,weather_related,snow,False,2236.61,7,True,0,0
7546,12310,2022-06-20,weather_related,storm,False,3809.57,6,False,0,0
7547,12312,2023-12-28,theft,snow,False,625.0,8,False,0,0
7548,12312,2023-03-18,side_collision,rain,False,7583.88,5,True,1,0
7549,12313,2021-10-05,weather_related,rain,False,6314.5,6,True,0,0
7550,12314,2023-11-22,theft,clear,True,12663.98,33,True,0,0
7551,12315,2022-05-23,rear_end,clear,True,4823.86,12,True,0,0
7552,12317,2023-08-22,theft,clear,False,680.11,4,True,0,0
7553,12320,2023-09-02,theft,rain,False,3788.35,4,True,0,0
7554,12326,2025-04-05,side_collision,rain,False,5602.66,4,False,0,0
7555,12329,2024-04-29,single_vehicle,clear,False,4426.2,8,False,0,0
7556,12330,2022-06-02,theft,clear,True,1253.93,6,True,0,0
7557,12333,2023-11-23,theft,clear,False,2237.72,5,False,0,0
7558,12334,2022-08-02,side_collision,rain,False,4581.76,2,True,0,0
7559,12334,2023-01-04,side_collision,rain,False,1250.62,20,True,1,0
7560,12337,2025-09-12,weather_related,clear,False,3530.54,6,True,0,1
7561,12341,2024-07-12,rear_end,clear,False,2581.85,1,False,0,0
7562,12342,2025-02-27,single_vehicle,rain,False,2212.33,9,True,0,0
7563,12346,2024-04-21,single_vehicle,clear,False,518.34,14,False,0,0
7564,12348,2025-11-24,rear_end,clear,False,1070.06,15,True,0,0
7565,12349,2025-11-25,theft,clear,False,1551.89,3,True,0,0
7566,12349,2025-12-30,weather_related,rain,False,5.08,5,True,1,0
7567,12351,2025-11-26,weather_related,rain,False,5319.16,3,True,0,0
7568,12352,2024-01-08,theft,clear,False,426.01,2,True,0,0
7569,12357,2022-03-07,side_collision,storm,False,5801.11,31,True,0,0
7570,12358,2025-01-26,rear_end,rain,False,6465.19,2,True,0,0
7571,12358,2024-12-31,single_vehicle,clear,False,2149.43,5,True,1,0
7572,12362,2022-01-28,side_collision,snow,False,5725.38,7,True,0,0
7573,12363,2023-11-10,single_vehicle,clear,False,1826.67,2,True,0,0
7574,12366,2025-11-25,rear_end,storm,True,1908.74,6,True,0,0
7575,12368,2025-06-12,rear_end,clear,False,9716.25,7,True,0,0
7576,12368,2024-07-08,rear_end,rain,False,7456.69,11,False,1,0
7577,12368,2025-03-09,side_collision,rain,False,1721.95,4,True,2,0
7578,12369,2025-11-18,single_vehicle,rain,False,2354.77,3,True,0,0
7579,12371,2023-07-01,weather_related,rain,False,5190.61,2,True,0,0
7580,12373,2022-10-21,side_collision,clear,False,3084.17,20,True,0,0
7581,12375,2024-09-07,single_vehicle,storm,False,3603.57,3,False,0,0
7582,12377,2025-08-29,rear_end,clear,False,97.52,3,True,0,0
7583,12379,2026-02-25,theft,rain,False,2299.83,44,True,0,0
7584,12381,2023-10-04,weather_related,rain,False,3020.6,8,False,0,0
7585,12391,2022-03-22,side_collision,rain,False,3320.23,4,True,0,0
7586,12391,2021-07-13,theft,clear,False,1355.68,6,True,1,0
7587,12393,2025-03-28,weather_related,clear,True,1582.34,4,True,0,0
7588,12394,2024-09-12,theft,clear,False,2506.85,6,False,0,1
7589,12396,2021-08-03,weather_related,clear,False,5345.57,52,True,0,0
7590,12396,2022-01-23,single_vehicle,storm,False,5111.4,5,True,1,0
7591,12397,2025-06-04,rear_end,clear,False,1107.22,27,False,0,0
7592,12398,2022-08-29,single_vehicle,rain,False,9105.64,6,True,0,0
7593,12398,2022-10-23,single_vehicle,rain,False,2497.53,4,True,1,0
7594,12402,2022-04-24,rear_end,clear,False,6369.31,4,True,0,0
7595,12405,2024-04-29,weather_related,clear,False,864.54,6,False,0,0
7596,12410,2025-11-12,rear_end,clear,True,4134.14,19,True,0,0
7597,12411,2023-03-13,weather_related,rain,False,1019.23,15,True,0,0
7598,12412,2022-05-20,rear_end,rain,False,3101.29,2,False,0,1
7599,12412,2022-07-30,rear_end,clear,False,598.47,4,False,1,0
7600,12413,2023-07-08,rear_end,rain,False,3284.78,50,True,0,0
7601,12419,2025-10-31,rear_end,rain,False,4237.25,16,False,0,0
7602,12419,2025-11-13,weather_related,rain,False,5925.68,2,True,1,0
7603,12422,2025-12-21,single_vehicle,rain,False,4845.55,13,True,0,0
7604,12423,2025-09-22,weather_related,clear,False,229.74,15,False,0,0
7605,12423,2025-06-09,weather_related,rain,False,7706.37,2,True,1,0
7606,12423,2026-03-02,single_vehicle,rain,False,1134.16,22,True,2,1
7607,12430,2023-09-04,theft,storm,False,5301.02,25,False,0,1
7608,12431,2024-11-30,weather_related,snow,True,12385.2,4,True,0,0
7609,12434,2025-10-15,single_vehicle,rain,False,4060.58,10,True,0,1
7610,12434,2024-02-04,rear_end,rain,False,6161.74,32,True,1,0
7611,12436,2022-08-08,rear_end,clear,False,1594.54,34,False,0,1
7612,12439,2025-10-19,rear_end,clear,False,2433.28,3,False,0,0
7613,12440,2026-01-25,rear_end,clear,False,3308.46,2,True,0,0
7614,12440,2026-02-21,rear_end,storm,False,663.25,4,False,1,0
7615,12441,2023-08-25,weather_related,storm,False,4577.62,11,True,0,0
7616,12442,2024-09-17,rear_end,clear,True,6460.75,3,True,0,0
7617,12442,2025-07-19,single_vehicle,clear,False,7963.57,44,True,1,0
7618,12443,2024-06-17,weather_related,storm,False,332.39,25,False,0,0
7619,12443,2024-06-26,weather_related,rain,True,2887.94,30,True,1,0
7620,12444,2023-12-04,weather_related,clear,False,5005.66,7,True,0,0
7621,12452,2022-05-27,side_collision,storm,False,2051.38,17,False,0,0
7622,12454,2024-04-05,single_vehicle,clear,False,4984.85,9,True,0,0
7623,12455,2023-10-15,single_vehicle,clear,False,2165.54,6,True,0,0
7624,12456,2024-10-25,theft,clear,False,8497.12,11,False,0,1
7625,12456,2024-08-14,weather_related,rain,False,4584.23,11,True,1,0
7626,12458,2025-12-09,single_vehicle,rain,False,8192.47,20,False,0,0
7627,12471,2023-03-31,side_collision,snow,False,4140.8,1,True,0,0
7628,12472,2024-09-13,rear_end,snow,False,2294.78,3,True,0,0
7629,12476,2024-11-09,theft,clear,False,1688.44,8,True,0,0
7630,12480,2025-02-09,theft,clear,False,7975.87,12,True,0,0
7631,12481,2023-08-21,rear_end,rain,False,4091.15,117,False,0,0
7632,12481,2025-01-30,rear_end,rain,False,5005.39,6,True,1,0
7633,12486,2025-02-21,weather_related,storm,False,1383.24,9,True,0,0
7634,12490,2024-06-15,theft,storm,True,2308.32,10,False,0,0
7635,12490,2024-09-01,rear_end,clear,False,1528.77,2,True,1,0
7636,12490,2024-08-19,theft,snow,False,2013.97,13,True,2,0
7637,12491,2023-07-22,theft,rain,False,2062.74,5,True,0,0
7638,12493,2025-06-11,rear_end,clear,False,1704.33,2,True,0,0
7639,12495,2023-05-10,rear_end,rain,False,2429.56,77,False,0,0
7640,12495,2023-06-07,single_vehicle,storm,False,4463.66,21,True,1,0
7641,12497,2023-12-20,single_vehicle,rain,False,6386.81,4,True,0,0
7642,12497,2023-08-23,side_collision,rain,False,3027.87,5,True,1,0
7643,12497,2023-10-16,theft,clear,False,1965.8,1,False,2,0
7644,12500,2025-11-07,rear_end,clear,False,4576.17,2,True,0,0
7645,12503,2022-01-09,theft,clear,True,10287.15,10,False,0,0
7646,12503,2022-03-02,weather_related,rain,False,7660.35,26,False,1,0
7647,12506,2026-01-04,side_collision,snow,False,2849.96,3,False,0,0
7648,12510,2023-06-09,side_collision,rain,True,2878.44,11,True,0,0
7649,12510,2023-06-08,rear_end,snow,True,4336.25,12,True,1,0
7650,12510,2023-06-13,weather_related,clear,False,3424.56,7,True,2,0
7651,12511,2026-01-15,weather_related,rain,False,3189.79,6,False,0,0
7652,12513,2023-08-24,side_collision,clear,False,4187.47,1,True,0,0
7653,12513,2023-06-21,theft,rain,True,9252.96,7,True,1,0
7654,12513,2023-05-02,single_vehicle,clear,False,21459.9,53,False,2,0
7655,12513,2023-12-12,weather_related,storm,False,1893.48,9,True,3,0
7656,12514,2021-12-04,weather_related,clear,True,8132.81,12,True,0,0
7657,12515,2021-09-27,side_collision,clear,False,969.77,4,True,0,0
7658,12516,2025-11-09,theft,clear,True,6490.64,6,True,0,0
7659,12517,2025-11-17,single_vehicle,snow,False,77.12,0,True,0,0
7660,12517,2025-10-22,weather_related,storm,False,5453.47,15,True,1,0
7661,12520,2025-05-21,rear_end,rain,True,20964.12,8,True,0,1
7662,12527,2022-02-08,rear_end,storm,False,510.07,23,True,0,0
7663,12529,2025-06-08,theft,snow,False,3942.64,21,False,0,1
7664,12529,2025-02-27,side_collision,clear,False,3370.6,6,True,1,0
7665,12530,2025-02-26,rear_end,storm,False,1928.42,20,True,0,0
7666,12530,2023-07-18,weather_related,storm,False,4640.34,22,True,1,0
7667,12531,2025-09-21,single_vehicle,rain,False,2486.9,24,False,0,0
7668,12533,2024-09-29,single_vehicle,clear,False,2798.63,4,True,0,0
7669,12533,2025-06-24,single_vehicle,clear,False,1380.46,5,False,1,0
7670,12533,2024-09-30,side_collision,rain,True,24695.66,2,True,2,1
7671,12535,2023-10-28,theft,rain,False,4866.75,7,False,0,0
7672,12542,2023-01-27,rear_end,clear,False,2378.19,3,False,0,0
7673,12542,2023-03-13,single_vehicle,clear,False,6583.85,13,True,1,0
7674,12542,2022-12-28,single_vehicle,clear,False,1138.69,6,True,2,0
7675,12545,2022-06-09,rear_end,storm,False,8236.44,3,True,0,0
7676,12547,2024-09-14,rear_end,clear,False,8523.97,1,True,0,0
7677,12548,2022-03-07,weather_related,snow,False,2339.34,14,True,0,0
7678,12550,2025-09-11,rear_end,snow,False,5246.52,2,True,0,0
7679,12550,2025-08-25,rear_end,rain,False,848.89,10,True,1,0
7680,12550,2025-09-19,rear_end,storm,False,3632.64,5,False,2,0
7681,12552,2023-08-20,single_vehicle,clear,False,3593.2,43,False,0,0
7682,12555,2025-07-06,side_collision,clear,False,4037.92,51,False,0,0
7683,12555,2024-10-11,rear_end,rain,False,1609.76,23,True,1,0
7684,12556,2022-12-19,rear_end,clear,False,2303.37,4,True,0,0
7685,12561,2025-11-01,side_collision,clear,False,4882.02,17,True,0,0
7686,12561,2026-01-23,theft,clear,False,3227.08,3,False,1,0
7687,12563,2024-09-05,rear_end,rain,True,10282.19,11,False,0,0
7688,12565,2026-02-20,single_vehicle,clear,False,7239.73,5,True,0,0
7689,12568,2025-12-09,single_vehicle,storm,True,2807.99,16,False,0,0
7690,12569,2022-07-25,rear_end,clear,False,3122.18,1,True,0,1
7691,12575,2022-01-28,weather_related,rain,False,4803.16,34,True,0,0
7692,12575,2022-07-13,side_collision,clear,False,1147.72,52,False,1,0
7693,12577,2025-12-19,side_collision,rain,False,5305.86,10,True,0,0
7694,12577,2025-03-11,weather_related,clear,False,4707.85,5,True,1,0
7695,12577,2025-08-12,weather_related,clear,False,2825.25,3,True,2,0
7696,12579,2023-07-17,weather_related,clear,False,2241.46,3,True,0,0
7697,12580,2021-11-19,theft,rain,True,3047.47,8,True,0,0
7698,12584,2026-02-25,weather_related,clear,False,3416.84,1,True,0,1
7699,12586,2023-02-01,weather_related,rain,False,7258.95,11,True,0,1
7700,12593,2025-04-29,side_collision,clear,False,5177.41,10,True,0,0
7701,12594,2025-02-26,theft,rain,False,3953.53,3,True,0,0
7702,12597,2024-12-31,weather_related,clear,False,3395.67,39,True,0,0
7703,12597,2024-09-05,side_collision,clear,False,4582.02,14,False,1,0
7704,12597,2024-09-25,weather_related,clear,True,10387.97,14,True,2,0
7705,12599,2025-01-18,theft,clear,False,3574.33,10,False,0,0
7706,12602,2024-08-01,single_vehicle,rain,False,3406.45,1,True,0,0
7707,12605,2021-04-05,single_vehicle,rain,False,1554.08,10,False,0,0
7708,12605,2021-05-30,single_vehicle,rain,False,1209.84,18,True,1,0
7709,12605,2021-09-27,rear_end,clear,True,9062.56,28,True,2,0
7710,12611,2024-05-02,rear_end,rain,False,341.75,3,True,0,0
7711,12611,2024-11-21,side_collision,snow,True,2896.75,26,False,1,0
7712,12612,2024-05-14,weather_related,snow,False,2608.01,2,False,0,0
7713,12612,2022-03-11,single_vehicle,snow,False,2697.46,3,False,1,1
7714,12615,2025-08-24,weather_related,rain,False,4385.02,6,True,0,0
7715,12616,2025-07-02,theft,snow,True,10315.48,8,True,0,0
7716,12617,2024-11-30,side_collision,storm,False,4458.35,12,True,0,0
7717,12619,2026-02-25,weather_related,rain,False,906.87,17,True,0,0
7718,12619,2026-01-13,weather_related,rain,False,2466.58,10,True,1,0
7719,12620,2022-05-14,single_vehicle,rain,False,1924.61,5,True,0,0
7720,12620,2023-03-12,weather_related,storm,False,2946.24,5,True,1,0
7721,12621,2023-07-05,weather_related,rain,True,2605.57,1,True,0,0
7722,12621,2023-02-21,rear_end,clear,False,3240.9,3,True,1,1
7723,12621,2023-02-25,single_vehicle,clear,False,4638.54,6,False,2,0
7724,12622,2022-11-27,weather_related,clear,True,10122.91,4,True,0,0
7725,12622,2023-03-15,single_vehicle,storm,False,782.06,4,True,1,0
7726,12628,2021-12-13,weather_related,clear,True,4288.0,4,False,0,0
7727,12630,2024-01-24,single_vehicle,rain,False,3051.56,48,True,0,0
7728,12631,2022-01-12,rear_end,clear,True,9682.67,4,True,0,0
7729,12631,2021-04-05,single_vehicle,clear,True,4704.02,18,True,1,0
7730,12635,2024-11-02,side_collision,clear,True,5394.9,59,True,0,0
7731,12637,2025-04-16,weather_related,clear,False,1457.04,3,False,0,0
7732,12638,2026-02-01,weather_related,clear,False,4882.46,10,False,0,0
7733,12640,2026-01-27,theft,rain,True,16150.84,24,False,0,0
7734,12641,2026-01-07,theft,clear,False,4582.29,2,True,0,1
7735,12650,2023-10-01,weather_related,rain,False,10468.77,1,True,0,0
7736,12650,2023-09-25,weather_related,clear,False,7366.66,9,False,1,0
7737,12651,2024-01-15,rear_end,rain,True,7223.4,3,True,0,0
7738,12651,2024-07-03,single_vehicle,clear,False,1171.03,8,True,1,0
7739,12657,2025-06-06,rear_end,storm,False,330.11,14,True,0,0
7740,12657,2025-03-14,side_collision,storm,False,3412.94,11,True,1,0
7741,12658,2024-09-04,weather_related,rain,False,2730.58,4,True,0,0
7742,12660,2026-02-27,theft,rain,False,9031.97,7,False,0,0
7743,12663,2026-02-04,side_collision,clear,True,9497.49,2,True,0,0
7744,12663,2026-01-31,rear_end,rain,False,575.51,12,False,1,0
7745,12664,2025-11-24,single_vehicle,rain,True,6245.87,2,True,0,0
7746,12665,2025-04-11,rear_end,clear,False,2012.79,81,True,0,0
7747,12665,2023-11-18,single_vehicle,clear,False,2924.48,2,True,1,0
7748,12667,2022-07-19,theft,storm,False,5673.33,2,True,0,0
7749,12669,2026-02-22,weather_related,rain,False,4028.65,16,True,0,0
7750,12671,2025-05-15,theft,clear,False,3045.13,7,True,0,0
7751,12671,2024-09-20,side_collision,clear,True,1677.3,18,True,1,0
7752,12673,2026-02-18,single_vehicle,clear,False,5899.63,7,False,0,0
7753,12677,2021-10-15,weather_related,rain,False,3229.47,1,True,0,0
7754,12677,2022-02-15,theft,storm,False,2451.94,1,True,1,0
7755,12677,2021-11-06,single_vehicle,rain,False,2275.01,4,True,2,0
7756,12677,2021-09-25,weather_related,rain,False,2027.97,17,True,3,0
7757,12678,2021-12-19,side_collision,clear,True,3724.21,5,True,0,0
7758,12678,2022-01-10,theft,clear,False,402.99,7,True,1,0
7759,12682,2024-08-21,weather_related,snow,False,5219.81,5,True,0,0
7760,12682,2025-09-26,theft,storm,False,1871.12,7,True,1,0
7761,12682,2025-12-18,weather_related,clear,False,6021.32,7,True,2,0
7762,12686,2026-03-01,theft,clear,True,3678.66,244,False,0,0
7763,12687,2024-10-28,single_vehicle,clear,True,5346.88,19,True,0,0
7764,12691,2022-06-29,rear_end,rain,True,13172.05,3,True,0,0
7765,12694,2025-09-05,theft,clear,False,7728.67,26,False,0,0
7766,12694,2025-01-03,weather_related,rain,False,1605.38,15,True,1,0
7767,12697,2022-03-27,rear_end,rain,False,6461.24,4,True,0,0
7768,12697,2021-04-25,rear_end,clear,False,1774.09,3,False,1,0
7769,12698,2026-02-21,theft,clear,False,925.58,2,True,0,0
7770,12698,2026-02-15,rear_end,clear,False,4903.51,4,False,1,0
7771,12700,2021-09-12,side_collision,rain,False,1290.18,12,True,0,0
7772,12701,2025-03-06,weather_related,clear,True,14348.81,4,True,0,0
7773,12705,2026-01-05,rear_end,rain,False,1412.6,50,False,0,0
7774,12706,2024-01-23,theft,clear,False,2975.89,6,True,0,0
7775,12707,2025-06-16,single_vehicle,clear,False,1052.67,27,True,0,0
7776,12712,2025-06-07,single_vehicle,clear,False,721.43,27,True,0,0
7777,12716,2022-09-23,single_vehicle,rain,False,8246.88,3,False,0,0
7778,12716,2023-02-03,weather_related,rain,True,12993.24,5,True,1,0
7779,12721,2022-06-01,single_vehicle,clear,True,20753.8,3,True,0,0
7780,12722,2026-02-07,weather_related,storm,False,5428.3,6,True,0,0
7781,12724,2025-01-18,rear_end,clear,False,4743.57,198,False,0,0
7782,12724,2024-11-04,theft,snow,False,7458.34,3,True,1,0
7783,12727,2025-09-30,weather_related,clear,True,1197.61,2,True,0,0
7784,12728,2025-07-01,single_vehicle,rain,True,8469.35,29,True,0,0
7785,12729,2024-02-21,theft,clear,False,2701.89,4,True,0,0
7786,12731,2022-08-30,single_vehicle,clear,False,1887.72,2,True,0,0
7787,12737,2022-05-14,single_vehicle,rain,False,1690.47,9,True,0,0
7788,12737,2021-10-09,rear_end,storm,False,3064.36,11,True,1,0
7789,12737,2022-10-05,rear_end,rain,False,7339.16,11,True,2,0
7790,12740,2023-07-14,weather_related,storm,True,23695.06,27,True,0,1
7791,12742,2025-05-18,single_vehicle,snow,True,1025.83,20,True,0,0
7792,12742,2025-12-04,weather_related,snow,False,6668.37,21,False,1,1
7793,12743,2022-08-23,single_vehicle,rain,True,1385.78,48,False,0,0
7794,12745,2025-06-24,side_collision,snow,False,6199.7,5,True,0,1
7795,12746,2023-04-22,rear_end,rain,False,5929.53,15,False,0,0
7796,12749,2024-09-24,rear_end,clear,False,2471.4,16,False,0,0
7797,12750,2026-02-14,side_collision,snow,False,2355.79,3,True,0,0
7798,12750,2026-01-31,single_vehicle,rain,True,1048.16,6,True,1,0
7799,12752,2023-03-04,weather_related,rain,False,2300.83,11,True,0,0
7800,12752,2022-08-03,weather_related,clear,False,2276.77,1,True,1,0
7801,12753,2026-01-12,single_vehicle,clear,False,2188.43,4,True,0,0
7802,12753,2026-02-28,theft,clear,False,1912.23,4,False,1,0
7803,12754,2022-11-29,single_vehicle,storm,False,4382.26,3,False,0,0
7804,12755,2026-01-28,weather_related,clear,False,2018.48,8,False,0,1
7805,12756,2025-10-26,side_collision,rain,False,5353.85,13,False,0,0
7806,12758,2024-04-14,weather_related,clear,False,2123.32,9,True,0,0
7807,12759,2023-12-24,rear_end,rain,True,19510.55,18,False,0,0
7808,12759,2023-12-13,weather_related,clear,False,2518.1,69,True,1,0
7809,12761,2025-01-31,rear_end,clear,False,4846.14,6,True,0,0
7810,12763,2025-03-31,single_vehicle,rain,False,1960.08,57,True,0,0
7811,12765,2022-07-15,weather_related,rain,True,2788.34,14,True,0,0
7812,12766,2022-03-18,rear_end,clear,True,6693.64,13,True,0,0
7813,12767,2024-09-08,single_vehicle,clear,False,2825.67,4,False,0,0
7814,12767,2024-05-09,side_collision,clear,False,684.75,9,True,1,0
7815,12768,2026-01-11,rear_end,clear,False,884.47,5,True,0,0
7816,12770,2026-02-12,weather_related,rain,True,28561.04,46,True,0,1
7817,12772,2025-12-20,weather_related,storm,False,7621.94,3,True,0,0
7818,12772,2025-05-18,rear_end,rain,False,4281.87,9,True,1,0
7819,12775,2025-08-10,weather_related,clear,False,4837.04,5,True,0,0
